Etunimi;Lukumäärä
Renato;18
Rene;683
René;344
Renè;7
Renee;10
Reni;21
Renne;281
Renni;23
Renny;95
Reno;12
Rento;10
Renzo;6
Reo;13
Repe;18
Repo;14
Resat;8
Resul;9
Reto;11
Retu;47
Reuben;19
Revontuli;12
Rex;33
Rey;18
Reyansh;5
Reza;138
Rezgar;7
Rhys;15
Riad;32
Riadh;5
Rian;21
Ribert;5
Ricard;8
Ricardo;204
Riccardo;36
Richard;2728
Richardo;19
Richardt;5
Richart;17
Richmond;6
Rick;32
Rickard;353
Rickhard;230
Rickhart;9
Ricky;58
Rico;243
Ricu;9
Rida;22
Ridha;14
Ridvan;11
Ridwaan;11
Ridwan;42
Riemu;5
Rieti;29
Rietrikki;5
Rifat;7
Rigder;5
Riggert;9
Righard;17
Rihard;5
Riho;12
Riiko;64
Rikard;168
Rikardo;7
Rike;5
Rikhard;4023
Rikhart;65
Riki;115
Rikke;8
Riko;95
Riku;8554
Riku-Antti;7
Riku-Juhani;7
Riku-Jussi;6
Riku-Matias;6
Rikumatti;12
Riku-Matti;72
Riku-Mikko;5
Rikunpoika;41
Riku-Oskari;7
Rikupekka;5
Riku-Pekka;126
Riku-Petteri;119
Riku-Ville;25
Riley;18
Rinaldo;99
Ring;7
Ringo;26
Rino;40
Rinor;18
Rio;92
Rion;14
Rishi;6
Risse;6
Ristian;6
Risto;21006
Risto-Juhani;6
Risto-Matias;6
Ristomatti;61
Risto-Matti;162
Ristonpoika;131
Risto-Pekka;71
Risto-Sakari;5
Ritter;5
River;44
Riyadh;10
Riza;13
Rizgar;9
Rizwan;6
Roald;28
Roan;12
Robbie;25
Robby;5
Rober;6
Roberd;8
Robert;7185
Róbert;7
Roberth;16
Robertino;164
Roberto;260
Robertsson;9
Roberttino;5
Robi;77
Robin;2939
Robinson;24
Roble;6
Robson;5
Roby;8
Robyn;5
Rocco;25
Rock;11
Rocky;27
Roderick;16
Roderik;6
Rodi;41
Rodin;10
Rodion;27
Rodney;21
Rodolfo;22
Rodolphe;5
Rodrigo;39
Rodrigue;5
Roel;9
Rogelio;5
Roger;1686
Rogert;19
Rohan;34
Rohat;7
Rohit;8
Roi;137
Roihu;29
Roine;72
Roini;5
Roj;8
Rojhat;5
Rok;5
Roki;18
Roland;708
Rolando;9
Rolf;2001
Rolf-Erik;13
Rolfson;5
Rolfsson;12
Rolle;123
Rollo;10
Roma;8
Romain;9
Roman;390
Romano;14
Romario;6
Romeo;756
Roméo;9
Romet;9
Romi;49
Romulus;6
Ron;203
Ronald;227
Ronaldo;29
Ronan;31
Ronel;5
Rong;5
Roni;4822
Ronie;8
Roniel;10
Roni-Mikael;6
Ronin;11
Roninpoika;5
Roni-Pekka;5
Roni-Petteri;10
Ronit;5
Ronn;6
Ronni;46
Ronnie;277
Ronny;472
Rony;279
Roo;13
Roobert;106
Rooble;7
Roomeo;35
Roope;6906
Roopenpoika;13
Roope-Oskari;12
Roope-Rasmus;6
Roopert;25
Roopertti;60
Rope;5
Ropert;5
Ropi;21
Roque;5
Rori;5
Rory;19
Rosario;7
Roshan;16
Ross;44
Rossi;10
Rostam;6
Rostislav;19
Rouslan;5
Routa;9
Rowan;15
Roy;861
Royce;8
Rrahim;5
Rron;7
Ru;7
Ruben;696
Rubén;9
Rubert;11
Rubin;9
Rude;5
Rudi;114
Rüdiger;8
Rudolf;1128
Rudolph;9
Rudy;40
Rufus;190
Rui;21
Runar;596
Rune;669
Runo;108
Rupert;22
Rurik;284
Ruska;25
Ruslan;86
Russell;28
Rustam;8
Ruu;41
Ruuben;114
Ruubert;9
Ruudolf;37
Ruuno;8
Ruupe;6
Ruupert;14
Ruupertti;12
Ruurik;15
Ruurikki;12
Ruuti;6
Ruwan;5
Ryan;224
Ryder;11
Rymy;14
Ryszard;15
Ryu;6
Rzgar;5
S;11
S.;23
S.M.;6
Saabir;22
Saacid;6
Saad;102
Sa'ad;7
Saadaq;8
Saadoon;8
Saami;5
Saamo;6
Saamuel;12
Saarni;32
Sabah;37
Saban;9
Saber;18
Sabih;6
Sabir;22
Sabit;16
Sabri;31
Sacha;34
Sacharias;7
Sachin;5
Sad;5
Sadat;6
Saddam;8
Sadek;10
Sadeq;13
Sadi;10
Sadiiq;8
Sadik;26
Sadiq;24
Sadredin;9
Sadri;7
Saed;14
Saeed;63
Saeid;14
Safa;11
Safaa;16
Safet;21
Safi;7
Safin;12
Safir;6
Safwan;16
Safwat;7
Sagar;7
Sager;9
Sahal;12
Sahand;12
Sahel;8
Sahib;7
Sahid;7
Sahil;13
Sahin;13
Sahir;5
Sai;15
Said;342
Saïd;8
Saidi;5
Saied;10
Saif;41
Saiful;11
Saihou;5
Saiid;15
Saikou;10
Saim;5
Saimon;5
Sainey;8
Sait;6
Sajad;11
Sajid;7
Sajjad;11
Sakari;64596
Sakaria;44
Sakarias;844
Sakarie;10
Sakarinpoika;25
Sakariya;11
Sakariye;53
Sakarja;9
Sakeus;21
Sakhi;5
Saki;14
Sakke;171
Sakkeus;15
Sakri;41
Sakris;5
Saku;4384
Saku-Matti;14
Saku-Mikko;5
Sakunpoika;18
Saku-Pekka;29
Saku-Petteri;52
Saku-Santeri;5
Salaad;25
Salad;35
Saladin;6
Salah;87
Salam;31
Salama;110
Salamo;9
Salamon;5
Salar;27
Saleban;20
Saleem;18
Saleh;71
Salem;50
Salih;60
Salim;74
Salmaan;26
Salman;77
Salo;13
Salomo;500
Salomon;1368
Salomoni;26
Salu;11
Salvador;37
Salvatore;37
Sam;627
Samad;7
Samae;10
Samael;16
Saman;44
Samar;11
Samatar;11
Samba;12
Samed;6
Sameer;24
Sameh;15
Sameli;563
Samer;24
Samet;12
Sami;27745
Sami-Antti;15
Samiar;5
Samiel;16
Samih;6
Sami-Heikki;7
Sami-Henrik;6
Samiir;11
Sami-Jaakko;5
Sami-Juhani;9
Sami-Jukka;20
Sami-Jussi;22
Sami-Kalle;8
Sami-Kristian;11
Samil;9
Samim;7
Sami-Markus;9
Sami-Matti;26
Sami-Mikael;9
Samin;5
Saminpoika;146
Samipekka;8
Sami-Pekka;180
Sami-Petri;28
Sami-Petteri;175
Samir;313
Sami-Sebastian;6
Sami-Seppo;9
Sami-Tapani;5
Sami-Tapio;6
Sami-Veikko;5
Sami-Ville;21
Sammel;7
Sammeli;263
Sammi;5
Sámmol;8
Sammu;6
Sammy;143
Samo;14
Sampanpoika;5
Sampo;3474
Samponpoika;10
Samppa;453
Sampsa;1156
Sampsanpoika;5
Samrat;5
Samsa;11
Samson;41
Samu;6106
Samu-Aleksi;5
Samuel;20243
Samuele;22
Samueli;58
Samuelinpoika;8
Samuil;8
Samuli;23455
Samulinpoika;31
Samu-Matias;9
Samu-Matti;6
Samunpoika;5
Samu-Pekka;32
Samu-Petteri;34
Samu-Ville;16
Samvel;8
Samy;41
San;20
Sanad;5
Sandeep;10
Sander;106
Sandor;39
Sándor;24
Sandro;30
Sandy;9
Sanel;6
Sanfred;9
Sanfrid;144
Sang;21
Sangar;9
Sani;29
Sanjay;16
Sanjeev;5
Sankari;14
Sante;42
Santeri;16564
Santero;16
Santi;12
Santiago;83
Santino;32
Santo;5
Santos;18
Santosh;9
Santtu;2846
Santtu-Matti;7
Santtu-Pekka;10
Santtu-Petteri;6
Santunpoika;7
Saqib;6
Saran;5
Sarawut;6
Sarbast;5
Sardar;16
Sargon;5
Sarhang;5
Sari;6
Sarim;5
Sarjo;5
Sarkaut;7
Sarkis;6
Sarko;6
Sarmad;15
Sarno;9
Saro;9
Saroj;7
Sarp;5
Sasa;32
Sasan;9
Sascha;16
Sasha;79
Sasja;5
Saska;195
Sasu;954
Sasu-Matti;6
Sasu-Pekka;8
Sasu-Petteri;6
Satoshi;5
Sattar;14
Satya;5
Saul;225
Sauli;4466
Saulinpoika;11
Saulo;10
Saulus;11
Sauvo;8
Sava;6
Savas;13
Sävel;7
Saveli;17
Saverio;7
Savva;21
Savvas;6
Saw;9
Say;8
Sayd;8
Sayed;93
Scott;124
Sead;12
Seamus;13
Séamus;5
Sean;177
Seán;16
Séan;7
Sebastian;14412
Sebastián;21
Sebastiano;14
Sebastião;7
Sebastien;69
Sébastien;50
Sebastjan;5
Sedat;13
Sedrik;5
Seedy;5
Seelim;41
Seem;7
Seemi;95
Seet;15
Seeti;56
Sefa;5
Sefania;14
Sefanias;47
Sefanja;11
Sefer;9
Sehmus;6
Seid;8
Seif;24
Seikko;11
Sein;5
Sekou;5
Selahattin;9
Selçuk;7
Selim;286
Selman;6
Selmer;5
Selmi;13
Sem;33
Semen;27
Semi;103
Semih;17
Semion;5
Semir;22
Semjon;5
Semmi;23
Sen;6
Senad;20
Senol;7
Sepastian;15
Sepe;8
Sepehr;6
Sepeteus;32
Sepi;8
Seponpoika;106
Seppo;32342
Seppo-Ilmari;7
Seppo-Juhani;5
Serafim;25
Sercan;6
Serdal;5
Serdar;19
Sere;10
Serge;31
Sergeevich;8
Sergei;526
Sergej;16
Sergen;5
Sergey;250
Sergii;8
Sergio;33
Sergiu;5
Sergiy;14
Serguei;64
Serhat;29
Seri;6
Serif;6
Serkan;32
Serko;12
Sero;9
Servet;5
Set;19
Seth;91
Setri;5
Setti;62
Seve;12
Seven;6
Severi;4329
Severin;158
Severinpoika;6
Severus;94
Seweri;6
Seydou;6
Seyed;67
Seyyed;8
Sezgin;5
Shaafici;5
Shaan;5
Shaban;11
Shabo;6
Shadi;11
Shady;5
Shafici;8
Shafiq;8
Shafiqul;5
Shah;19
Shahab;9
Shaheen;8
Shaheer;5
Shahid;20
Shahin;36
Shahir;5
Shaho;13
Shahram;12
Shahriar;7
Shahrokh;6
Shahryar;5
Shahzad;9
Shai;9
Shaip;5
Shakeel;6
Shaker;13
Shakib;5
Shakir;16
Shakur;7
Shakuur;5
Shalom;11
Shamal;6
Shamil;7
Shamim;5
Shams;8
Shamsudiin;5
Shamsul;6
Shan;11
Shane;22
Shankar;7
Shannon;9
Shanti;7
Sharif;68
Shariif;8
Sharma;9
Sharmaarke;5
Sharmake;10
Sharmarke;24
Shaul;5
Shaun;17
Shawn;34
Shay;10
Shayan;22
Sheba;8
Shefki;5
Shefqet;7
Sheikh;65
Sheikhahmed;5
Shen;6
Sheng;10
Sher;5
Sherif;35
Sheriff;5
Sherzad;13
Shi;5
Shimon;7
Shing;7
Shire;19
Shirwa;11
Shiv;5
Shiva;6
Shlomo;10
Shmuel;7
Shoaib;5
Shorsh;10
Shouaib;5
Shpend;5
Shpetim;5
Shuaib;12
Shukri;8
Shun;5
Shurie;5
Shwan;20
Shyam;5
Si;8
Siad;13
Siavash;10
Sid;18
Sidar;11
Siddig;6
Sidi;10
Sidney;20
Siegfried;25
Sigel;7
Sigfrid;300
Sigge;41
Sigismund;15
Sigmar;7
Sigmund;8
Signar;10
Sigurd;399
Sigvald;88
Sigvard;242
Sihveri;50
Siilas;44
Siim;17
Siimeon;6
Siimon;59
Siimoni;10
Siinto;11
Siivert;5
Siivertti;10
Sikstus;12
Silas;58
Silmu;7
Silva;15
Silver;37
Silvester;6
Silvio;30
Silvo;151
Simana;8
Simen;7
Simeon;944
Simeoni;160
Simi;16
Simo;10568
Simo-Heikki;10
Simo-Jukka;5
Simo-Matti;10
Simon;1729
Simone;15
Simonpoika;78
Simopekka;37
Simo-Pekka;203
Simo-Petteri;16
Simo-Sakari;6
Simo-Samuli;12
Simo-Santeri;11
Simo-Veikko;8
Simo-Ville;5
Simppa;6
Simson;7
Simuna;9
Sina;23
Sinan;57
Sinclair;8
Sindre;9
Sindri;5
Singh;208
Sinuhe;37
Sipan;14
Sipe;5
Sipho;6
Sipi;108
Sipo;10
Sippo;67
Sipri;30
Siri;5
Sirius;88
Siro;8
Sirwan;26
Sisay;5
Sisu;2679
Sisu-Petteri;7
Siu;8
Sivan;6
Sivert;21
Sixten;391
Sixtus;9
Siyaad;8
Siyabonga;8
Skender;9
Sky;17
Skye;5
Skyler;9
Slava;13
Slawomir;6
Slim;9
Smail;8
Smart;5
Smith;7
Sobhan;6
Soe;21
Sofia;7
Sofian;9
Sofiane;20
Sofus;5
Sohaib;10
Sohail;12
Sohan;6
Soheil;17
Sohrab;14
Soini;434
Sointu;42
Sokol;6
Sokrates;7
Sol;13
Sole;5
Soleiman;5
Soliman;11
Solmu;26
Solomon;67
Soltan;5
Sölve;5
Somchai;11
Son;44
Sondre;6
Soner;10
Song;8
Soni;24
Sonny;39
Sony;13
Soran;23
Soren;10
Sören;305
Søren;8
Sorin;7
Sorjo;16
Soroush;8
Sorri;7
Sotirios;6
Soufiane;8
Spencer;23
Spiridon;10
Spiros;8
Sri;7
Staffan;321
Stan;6
Stanislav;126
Stanislaw;24
Stanley;65
Star;10
Stavros;22
Steen;8
Stefan;3274
Stefano;61
Stefanos;42
Stefansson;10
Stefanus;79
Steffan;11
Steffen;15
Stein;5
Steinar;6
Stelios;6
Stellan;15
Sten;572
Sten-Anders;6
Sten-Eric;6
Sten-Erik;24
Sten-Göran;5
Stenka;8
Sten-Olof;22
Stensson;9
Stepan;69
Stephan;132
Stephane;8
Stéphane;8
Stephen;170
Stergios;5
Sterling;5
Stevan;6
Steve;98
Steven;184
Stewart;15
Stian;13
Stig;2096
Stig-Åke;5
Stig-Björn;7
Stig-Erik;94
Stig-Göran;70
Stig-Gustav;8
Stig-Henrik;8
Stig-Johan;21
Stig-Olav;6
Stig-Ole;13
Stig-Olof;65
Stigsson;6
Stilianos;5
Stiven;7
Storm;21
Stoyan;5
Stoyanov;5
Stuart;62
Sture;351
Sturle;15
Styrbjörn;50
Su;8
Suad;6
Suat;9
Subhan;11
Subhi;9
Sudais;7
Sufi;7
Sufyan;8
Sugulle;5
Suhaib;14
Suhayb;9
Suheib;8
Suheil;5
Suheyb;13
Sükrü;6
Sulaiman;22
Sulayman;14
Suldan;5
Suleiman;70
Sulejman;5
Suleman;8
Sulevi;1495
Suleymaan;6
Suleyman;30
Süleyman;21
Sulho;65
Suliman;10
Sulo;4950
Sultan;15
Suman;12
Sumit;8
Sumu;41
Sun;17
Sunday;17
Sune;408
Sunil;14
Sunny;16
Suonio;6
Suraj;11
Suresh;12
Surya;14
Susi;9
Sutherland;5
Suune;12
Svante;453
Svantte;22
Svein;10
Sven;2371
Sven-Åke;18
Sven-Anders;5
Sven-Eric;13
Sven-Erik;218
Sven-Göran;9
Sven-Gustav;7
Sven-Johan;7
Sven-Mikael;7
Sven-Ole;17
Sven-Olof;120
Sverker;34
Sverre;37
Svjatoslav;6
Svyatoslav;8
Swadi;5
Sydney;6
Syed;63
Syksy;17
Sylvain;16
Sylvester;549
Sylvesteri;63
Sysi;5
Syväri;26
Taave;24
Taavetti;1819
Taavi;1950
Taavinpoika;6
Taawetti;5
Taddeus;5
Tadeo;5
Tadesse;8
Tadeusz;24
Tafari;7
Tage;542
Taha;102
Tahar;10
Taher;38
Tahir;24
Tahko;6
Tahlil;6
Tahmid;6
Tahseen;6
Tahsin;8
Tähti;7
Tähtivalo;6
Tahto;9
Tahvana;5
Tahvo;156
Tai;21
Taieb;9
Taif;6
Taiga;5
Taim;8
Taimo;94
Taimoor;5
Taisto;6644
Taito;1243
Taiwo;6
Takashi;7
Takeo;5
Takeshi;7
Taku;8
Tal;6
Talaat;7
Talal;14
Talha;17
Talib;19
Talvi;14
Tam;43
Tamás;25
Tamer;23
Tami;125
Tamim;12
Tamino;5
Tamir;8
Tammi;10
Tan;65
Tancred;19
Tane;18
Tanel;14
Taneli;6104
Tanelinpoika;6
Taner;9
Tang;5
Tani;33
Tankred;11
Tanner;6
Tanu;30
Tanveer;8
Tanvir;8
Tao;30
Taoufik;16
Tapani;135944
Tapaninpoika;41
Tapio;115350
Tapionpoika;99
Tapsa;11
Taras;16
Tare;10
Tarek;61
Tareq;26
Tari;7
Tarik;58
Tariku;5
Tariq;40
Tarkan;15
Tarkko;28
Tarmo;4898
Tarmonpoika;22
Taro;54
Tarq;6
Taru;25
Tarvo;99
Tate;13
Tatu;4669
Tatu-Matti;15
Tatunpoika;15
Tatu-Pekka;38
Tatu-Petteri;9
Taulant;9
Tauno;7391
Taunonpoika;13
Tauri;21
Taw;5
Tawan;24
Tawfik;15
Tawfiq;8
Taye;5
Tayeb;6
Tayfun;11
Taylor;21
Tayyab;5
Tebogo;6
Ted;300
Teddie;6
Teddy;58
Tedi;10
Tee;5
Teemu;21721
Teemu-Eemeli;6
Teemu-Juhani;5
Teemunpoika;63
Teemu-Oskari;5
Teemu-Pekka;19
Teemu-Petteri;19
Teemu-Santeri;6
Teemu-Tapani;6
Teemu-Tapio;8
Tefera;6
Teho;7
Teijo;2091
Teijonpoika;18
Teiko;9
Teim;10
Teimo;5
Teini;7
Teino;7
Teivas;5
Teivo;7
Teja;5
Teljo;18
Telmo;5
Temitope;7
Temmo;6
Tempo;17
Temur;5
Tenho;1704
Tenhonpoika;5
Teno;12
Teo;1015
Téo;7
Teodor;744
Teodoro;6
Teofiilus;12
Teofil;5
Teofilus;45
Teoman;16
Teponpoika;17
Teppana;14
Teppo;3238
Terence;26
Terho;2410
Terhonpoika;8
Teri;13
Terje;32
Terjo;47
Terno;270
Tero;14929
Tero-Antti;5
Tero-Heikki;5
Tero-Juhani;5
Tero-Jukka;9
Tero-Markus;5
Tero-Matti;24
Teronpoika;105
Tero-Pekka;71
Tero-Petri;5
Tero-Petteri;13
Tero-Tapani;10
Tero-Tapio;13
Terrence;5
Terri;8
Terry;33
Tervo;9
Tesfaye;14
Teudor;6
Teuri;8
Teutori;10
Teuvo;7358
Teuvonpoika;12
Tewodros;12
Tex;12
Tha;8
Thabo;5
Thach;5
Thaer;7
Thaher;6
Thai;38
Thain;5
Thamer;11
Than;7
Thana;5
Thanakorn;6
Thanaphon;5
Thanawat;5
Thang;26
Thanh;189
Tharwat;7
The;45
Theo;707
Théo;43
Theodor;548
Theodore;114
Théodore;8
Theodoros;19
Theodorus;8
Theoharis;5
Theon;7
Theudor;6
Thi;6
Thiago;20
Thien;65
Thierno;5
Thierry;13
Thilo;8
Thim;10
Thinh;13
Thiraphat;5
Tho;9
Thobias;12
Thom;7
Thomas;3878
Thomasson;10
Thommy;25
Thong;11
Thony;8
Thor;300
Þór;6
Thorbjörn;36
Thor-Björn;10
Thord;13
Thore;27
Thor-Erik;8
Thorild;5
Thorleif;12
Thorolf;49
Thorsten;19
Thorvald;117
Thorwald;5
Thu;7
Thuan;11
Thuong;11
Thure;82
Thuy;6
Tiago;20
Tian;17
Tiberius;6
Tibor;12
Tico;45
Tien;64
Tiera;26
Tiger;26
Tihon;7
Tiihon;5
Tiikka;9
Tiit;7
Tiittus;5
Tiitus;1127
Tijan;12
Tijani;7
Tiko;25
Till;14
Tim;712
Timeo;5
Timi;1462
Timitri;42
Timjam;6
Timjami;47
Timka;19
Timm;5
Timmi;5
Timmie;6
Timmo;8
Timmy;89
Timo;48737
Timo-Antero;6
Timo-Antti;6
Timo-Erik;5
Timofei;71
Timofej;9
Timofey;26
Timo-Heikki;12
Timo-Jaakko;59
Timo-Juhani;24
Timo-Jukka;14
Timo-Jussi;13
Timo-Markus;5
Timo-Matti;20
Timo-Mikko;7
Timon;15
Timonpoika;402
Timo-Olli;5
Timopekka;8
Timo-Pekka;264
Timo-Petri;7
Timo-Petteri;18
Timo-Taneli;5
Timo-Tapani;13
Timo-Tapio;19
Timotei;45
Timoteus;164
Timotheos;5
Timotheus;7
Timothy;191
Timo-Tuomas;9
Timo-Veikko;11
Timo-Ville;7
Timppa;8
Timur;121
Timy;10
Tin;18
Ting;7
Tinh;5
Tini;11
Tino;2137
Tintti;6
Tio;11
Tito;114
Titus;205
Tiziano;5
Toan;19
Tobi;6
Tobia;15
Tobias;1999
Toby;24
Tochukwu;6
Todd;24
Todorov;8
Toffe;5
Tofik;7
Toimi;526
Toive;23
Toivi;8
Toivio;9
Toivo;17623
Toivo-Juhani;6
Toivonpoika;11
Toivo-Olavi;6
Tolga;7
Tom;4265
Toma;53
Tomas;3025
Tomás;38
Tomasz;40
Tom-Christian;6
Tome;5
Tomek;26
Tomer;15
Tom-Erik;29
Tom-Henrik;9
Tomi;16088
Tomi-Heikki;5
Tomi-Juhani;7
Tomi-Jukka;5
Tomi-Jussi;8
Tomi-Kristian;6
Tomi-Matti;11
Tominpoika;60
Tomio;7
Tomi-Pekka;69
Tomi-Petri;6
Tomi-Petteri;42
Tomislav;6
Tomi-Tapio;6
Tom-Johan;11
Tommaso;28
Tomme;9
Tommi;15032
Tommie;27
Tommi-Juhani;5
Tom-Mikael;8
Tomminpoika;79
Tommi-Pekka;12
Tommi-Petteri;17
Tommi-Tapio;5
Tommo;19
Tommy;1922
Tomo;5
Tom-Peter;10
Tomppa;12
Tomsson;21
Tomy;49
Ton;9
Tong;12
Toni;17560
Toniel;5
Toni-Erik;5
Toni-Juhani;5
Toni-Kristian;14
Toni-Markus;17
Toni-Matti;15
Toni-Mikael;14
Toninpoika;69
Toni-Pekka;52
Toni-Petri;15
Toni-Petteri;41
Tõnis;5
Toni-Tapani;6
Toni-Tapio;12
Toni-Ville;7
Tonny;15
Tony;2977
Toomas;131
Topi;5326
Topia;7
Topi-Antti;5
Topias;8301
Topi-Kalle;5
Topi-Matti;13
Topinpoika;12
Topi-Oskari;6
Topi-Pekka;11
Topi-Petteri;9
Topi-Valtteri;5
Topo;5
Toprak;7
Tor;944
Toralf;11
Tor-Alf;11
Torbjörn;483
Tor-Björn;54
Tord;39
Tore;300
Tor-Erik;108
Toreson;6
Torgny;16
Tor-Gunnar;6
Tor-Henrik;5
Torkel;19
Torleif;31
Tor-Leif;28
Torolf;421
Tor-Olof;5
Torsten;953
Torstenson;9
Torstensson;18
Torsti;848
Torvald;427
Toto;12
Totte;92
Totti;334
Toufik;7
Touho;42
Touko;1691
Toukonpoika;5
Toussaint;25
Traian;5
Tran;23
Travis;27
Trent;5
Tresor;5
Trevor;23
Trey;5
Tri;43
Trieu;7
Trifon;7
Tristan;273
Troi;8
Trond;6
Trong;44
Troy;67
Truls;6
Trung;48
Truong;31
Tryggve;57
Trygve;111
Tsegaye;7
Tshwarelo;6
Tu;19
Tuan;100
Tucker;5
Tudor;16
Tufan;5
Tuhto;12
Tuisku;193
Tuli;11
Tuncay;8
Tung;35
Tunna;5
Tuomaanpoika;106
Tuomaksenpoika;22
Tuomas;28145
Tuomas-Petteri;5
Tuomma;6
Tuomo;12537
Tuomonpoika;80
Tuong;14
Tuovi;39
Turan;7
Ture;210
Turgay;7
Turgut;8
Turja;6
Turjo;14
Turkka;449
Turo;710
Tuuka;7
Tuukanpoika;18
Tuukka;5714
Tuukka-Matias;6
Tuukka-Pekka;5
Tuukka-Tapio;5
Tuulo;8
Tuumas;5
Tuure;1460
Tuuri;10
Ty;10
Tyko;185
Tyler;42
Tyr;11
Tyrell;5
Tyrgils;5
Tyrsky;16
Tyson;24
Tyyko;13
Uche;6
Uchechukwu;6
Uchenna;18
Uddin;18
Udo;16
Uffe;6
Ufuk;5
Ugochukwu;12
Ugur;21
Ui;5
Uki;42
Ukko;2293
Ukko-Ilmari;9
Ukko-Juhani;5
Ukko-Matti;8
Ukkopekka;20
Ukko-Pekka;94
Ukonpoika;6
Ukri;44
Uku;12
Ul;8
Ulf;1321
Ulf-Erik;28
Ulf-Göran;9
Ulf-Johan;9
Ulf-Peter;14
Ulfsson;13
Ulises;5
Uljas;1068
Ullah;10
Ulric;10
Ulrich;34
Ulrik;81
Umair;7
Umar;36
Umberto;32
Umed;5
Umer;8
Ümit;19
Umut;32
Unai;6
Unho;9
Uni;5
Unik;5
Unne;6
Uno;280
Unski;6
Untamo;2563
Unto;4489
Untonpoika;6
Uolevi;12673
Uoti;28
Upi;24
Ur;5
Urban;71
Urbanus;10
Urhan;6
Urhea;6
Urho;5214
Urhonpoika;5
Uri;10
Uriel;24
Urim;8
Urja;5
Urmas;380
Urmo;7
Urpo;2387
Urs;8
Usaama;5
Usama;17
Uskali;11
Usko;815
Usman;22
Usva;7
Uthman;8
Utria;18
Utti;6
Utu;25
Utujoutsi;5
Uula;256
Uule;11
Uuno;797
Uuras;72
Uuri;7
Uurto;6
Uwe;30
Uy;6
Uyi;5
Vaalimo;13
Vaara;5
Vaatu;7
Vadim;163
Vadym;6
Vahid;12
Väinä;8
Väinämö;1182
Väinämöinen;20
Väino;6
Väinö;15602
Väinö-Matti;6
Väinönpoika;16
Väinö-Olavi;5
Väinö-Pekka;5
Väinö-Valtteri;8
Väinö-Veikko;5
Väinö-Viljami;6
Väiski;26
Vaito;92
Valde;474
Valdemar;6905
Valdet;6
Valdo;15
Valentin;1653
Valentine;15
Valentino;173
Valeri;227
Valerian;83
Valerii;13
Valerij;5
Valerio;11
Valerius;31
Valeriy;15
Valery;36
Valfrid;737
Valio;344
Valle;175
Vallu;14
Valmari;18
Valmir;6
Valmis;5
Valo;865
Valon;26
Valpas;73
Valtari;23
Valte;81
Valter;1713
Valteri;21
Valto;1106
Valton;10
Valtter;685
Valtteri;30633
Valtterinpoika;15
Valtti;189
Valtu;9
Valve;6
Van;361
Vanamo;19
Vanja;22
Vänni;19
Vantte;9
Väring;5
Varma;53
Vasama;15
Vasco;5
Vasil;5
Vasile;7
Vasileios;9
Vasilev;7
Vasili;94
Vasilii;7
Vasilij;21
Vasilios;14
Vasilis;10
Vasily;30
Vasko;9
Vassili;12
Vedat;19
Veeka;6
Veele;11
Veeli;17
Veeni;13
Veera;5
Veerne;7
Veerti;60
Veertti;5
Veerus;5
Veeti;8502
Veeti-Valtteri;29
Veeti-Viljami;10
Veeti-Waltteri;6
Veetu;107
Vegard;5
Veija;21
Veijari;7
Veijo;6690
Veijonpoika;17
Veikka;4697
Veikka-Matias;6
Veikka-Pekka;6
Veikka-Valtteri;10
Veikka-Viljami;5
Veikki;6
Veikko;34064
Veikko-Juhani;5
Veikko-Matti;6
Veikko-Olavi;8
Veikko-Pekka;7
Veikko-Valtteri;5
Veiko;11
Veikonpoika;31
Veini;452
Veino;30
Veka;44
Veksi;5
Veli;20097
Veli-Antero;10
Veli-Antti;52
Veli-Eemeli;6
Veli-Erkki;13
Veli-Hannu;16
Veli-Heikki;63
Veli-Ilmari;5
Veli-Jaakko;14
Veli-Johannes;5
Veli-Juha;5
Veli-Juhani;60
Veli-Jukka;70
Veli-Jussi;88
Veli-Kalle;16
Veli-Markku;38
Veli-Marko;5
Veli-Markus;28
Veli-Martti;28
Veli-Matias;11
Velimatti;70
Veli-Matti;4002
Velimies;18
Veli-Mies;21
Veli-Mikko;53
Velimir;8
Velinpoika;13
Veli-Olavi;7
Veli-Oskari;5
Velipekka;57
Veli-Pekka;2726
Veli-Pentti;18
Veli-Petri;30
Veli-Petteri;72
Veli-Sakari;10
Veli-Seppo;10
Veli-Tapani;22
Veli-Tapio;25
Veli-Tuomas;12
Veli-Valtteri;32
Veli-Veikko;29
Veli-Viljami;11
Veli-Ville;25
Veljo;5
Vellu;22
Velmer;5
Velmeri;59
Velmu;34
Velu;82
Venfrid;7
Venho;7
Veniamin;17
Venjami;6
Venjamin;9
Venkata;8
Venne;64
Venner;21
Venneri;83
Venni;921
Venno;7
Vennu;40
Vento;17
Verne;190
Verner;1727
Verneri;5804
Verni;11
Verno;6
Vernon;16
Verre;5
Vertti;1637
Vesa;18081
Vesa-Antti;11
Vesa-Heikki;49
Vesa-Jaakko;7
Vesa-Juhani;8
Vesa-Jukka;29
Vesa-Jussi;6
Vesa-Markku;6
Vesa-Markus;7
Vesa-Martti;7
Vesamatti;18
Vesa-Matti;796
Vesa-Mikko;10
Vesanpoika;140
Vesapekka;6
Vesa-Pekka;532
Vesa-Petri;23
Vesa-Petteri;35
Vesa-Tapio;13
Vesa-Valtteri;11
Vesa-Veikko;15
Vesa-Ville;21
Vesku;8
Vesper;7
Vesse;6
Vesseli;13
Vester;5
